Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Part_Number,No_of_Reviews,Energy_Efficiency,Item_name,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,1 tons,39 dB,Never buy this product. I have had to service it 3 times in just 2 years and had to spend over 8000 rupees.,,,,,,,B01INIHGCU," 26,400.00",Samsung,,1 review,2 Star Rating,"Samsung AR12JC2USUQ Split AC (1 Ton, 2 Star Rating, India Green): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,India Green,1100 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR12JC2USUQ-Split-Rating-India/dp/B01INIHGCU/ref=sr_1_354/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-354
,1 tons,48 dB,"Bought for Rs. 38500 from local dealer including installation cost in Nov 2014. No worries till now.Pros :1.Silent Performance(very low outdoor unit noise and indoor one almost silent)2. INVERTER AC - great savings on electricity bills. Difference of only Rs. 250 per month for shift from fan to moderate usage of AC.3. FAST COOLING4. Efficient Air Throw. Thanks to its Innovative TRIANGULAR DESIGN.5. 10 YEARS Warranty on Compressor.6. SAMSUNG Product.Cons :1. No LED 88 Display for Temperature indication on AC. But it's present on remote. It's present on higher model in similar Samsung AC series (known to me before purchase, no regrets minor issue:))2. No backlit keys and backlit display on the provided remote control unit. Difficult at night.3. No automatic horizontal control on air throw. Manually adjustable though.All the cons are very minor issues. Can be overlooked.Biggest thing matters to me is fast, efficient cooling; savings and no problems in functioning of AC.Go for it. Value for money. Thumbs up from my side.",Good design and good performance,I bought this product from Croma in March 2014 and last month it went repair and they claim Condenser gone and they want me to spend 9000/- in 2 years I bought 1 Ton for 35000/- thinking that I will save in my electricity bill which made me fool to buy Samsung who are not good in AC inventions.While purchase the salesman said 5 years warranty on all and 10 years warranty on Compressor and now they say no sir.Only first year is full warranty.I hate Samsung and Croma Mount Road Chennai Sales and Service People.Call me before you think of buying this product.,It's the second time my 1. Year old AC as stopped cooling...... Totally dissatisfied....,very worst product. no proper service from samsung.. i bought this on april 2014. no proper spares.. please dont buy this.,,,B01INIHGR0," 41,600.00",Samsung,,5 reviews,5 Star Rating,"Samsung AR12HV5NBWK Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,910 Watts,Split,2.8 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12HV5NBWK-Split-Rating-White/dp/B01INIHGR0/ref=sr_1_353_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-353
,1 tons,48 dB,"Bought for Rs. 38500 from local dealer including installation cost in Nov 2014. No worries till now.Pros :1.Silent Performance(very low outdoor unit noise and indoor one almost silent)2. INVERTER AC - great savings on electricity bills. Difference of only Rs. 250 per month for shift from fan to moderate usage of AC.3. FAST COOLING4. Efficient Air Throw. Thanks to its Innovative TRIANGULAR DESIGN.5. 10 YEARS Warranty on Compressor.6. SAMSUNG Product.Cons :1. No LED 88 Display for Temperature indication on AC. But it's present on remote. It's present on higher model in similar Samsung AC series (known to me before purchase, no regrets minor issue:))2. No backlit keys and backlit display on the provided remote control unit. Difficult at night.3. No automatic horizontal control on air throw. Manually adjustable though.All the cons are very minor issues. Can be overlooked.Biggest thing matters to me is fast, efficient cooling; savings and no problems in functioning of AC.Go for it. Value for money. Thumbs up from my side.",Good design and good performance,I bought this product from Croma in March 2014 and last month it went repair and they claim Condenser gone and they want me to spend 9000/- in 2 years I bought 1 Ton for 35000/- thinking that I will save in my electricity bill which made me fool to buy Samsung who are not good in AC inventions.While purchase the salesman said 5 years warranty on all and 10 years warranty on Compressor and now they say no sir.Only first year is full warranty.I hate Samsung and Croma Mount Road Chennai Sales and Service People.Call me before you think of buying this product.,It's the second time my 1. Year old AC as stopped cooling...... Totally dissatisfied....,very worst product. no proper service from samsung.. i bought this on april 2014. no proper spares.. please dont buy this.,,,B01INIHGR0," 41,600.00",Samsung,,5 reviews,5 Star Rating,"Samsung AR12HV5NBWK Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,910 Watts,Split,2.8 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12HV5NBWK-Split-Rating-White/dp/B01INIHGR0/ref=sr_1_353/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-353
,1 tons,40 dB,,,,,,,,B01INIHK6M," 31,941.00",Samsung,,,5 Star Rating,"Samsung AR12KC5JAMC Split AC (1 Ton, 5 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen","36,900.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR12KC5JAMC-Split-Rating-Cosmo/dp/B01INIHK6M/ref=sr_1_352_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-352
,1 tons,40 dB,,,,,,,,B01INIHK6M," 31,941.00",Samsung,,,5 Star Rating,"Samsung AR12KC5JAMC Split AC (1 Ton, 5 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen","36,900.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR12KC5JAMC-Split-Rating-Cosmo/dp/B01INIHK6M/ref=sr_1_352/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-352
,1 tons,40 dB,,,,,,,,B01INIHKIU," 35,100.00",Samsung,,,5 Star Rating,"Samsung AR12JC5JAMV Split AC (1 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5JAMV-Split-Rating-Aluminium/dp/B01INIHKIU/ref=sr_1_351_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-351
,1 tons,40 dB,,,,,,,,B01INIHKIU," 35,100.00",Samsung,,,5 Star Rating,"Samsung AR12JC5JAMV Split AC (1 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5JAMV-Split-Rating-Aluminium/dp/B01INIHKIU/ref=sr_1_351/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-351
,1 tons,39 dB,,,,,,,,B01INIHKKS," 31,900.00",Samsung,,,3 Star Rating,"Samsung AR12JC3TFUR Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1090 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC3TFUR-Split-Rating-White/dp/B01INIHKKS/ref=sr_1_350_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-350
,1 tons,39 dB,,,,,,,,B01INIHKKS," 31,900.00",Samsung,,,3 Star Rating,"Samsung AR12JC3TFUR Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1090 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC3TFUR-Split-Rating-White/dp/B01INIHKKS/ref=sr_1_350/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-350
,1 tons,40 dB,,,,,,,,B01INIHKOY," 36,500.00",Samsung,,,5 Star Rating,"Samsung AR12JC5TFUR Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5TFUR-Split-Rating-White/dp/B01INIHKOY/ref=sr_1_349_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-349
,1 tons,40 dB,,,,,,,,B01INIHKOY," 36,500.00",Samsung,,,5 Star Rating,"Samsung AR12JC5TFUR Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1010 Watts,Split,,,http://www.amazon.in/Samsung-AR12JC5TFUR-Split-Rating-White/dp/B01INIHKOY/ref=sr_1_349/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-349
,1 tons,37 dB,AC works well and serves the purpose. But due to lack of basic features like 1. No Back light  LED Display in Remote (You can't see remote in night . There is no Back light display) 2. No Display of temperature on indoor unit. I rate this product OK.,,,,,,,B01INIHKSK," 33,600.00",Samsung,,1 review,3 Star Rating,"Samsung AR12JC3USUQ Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1065 Watts,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12JC3USUQ-Split-Rating-White/dp/B01INIHKSK/ref=sr_1_348_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-348
,1 tons,37 dB,AC works well and serves the purpose. But due to lack of basic features like 1. No Back light  LED Display in Remote (You can't see remote in night . There is no Back light display) 2. No Display of temperature on indoor unit. I rate this product OK.,,,,,,,B01INIHKSK," 33,600.00",Samsung,,1 review,3 Star Rating,"Samsung AR12JC3USUQ Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1065 Watts,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR12JC3USUQ-Split-Rating-White/dp/B01INIHKSK/ref=sr_1_348/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-348
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,My Samsung AC Blew-up in 11 months. No answer from after sale! http://www.mouthshut.com/review/Samsung-AS182SSB-1-5-Ton-Split-AC-review-tstosnumss,,,,,B01INIHQ0M," 36,200.00",Samsung,,2 reviews,3 Star Rating,"Samsung AR18HC3TFUR Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1610 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18HC3TFUR-Split-Rating-Aluminium/dp/B01INIHQ0M/ref=sr_1_347_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-347
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,My Samsung AC Blew-up in 11 months. No answer from after sale! http://www.mouthshut.com/review/Samsung-AS182SSB-1-5-Ton-Split-AC-review-tstosnumss,,,,,B01INIHQ0M," 36,200.00",Samsung,,2 reviews,3 Star Rating,"Samsung AR18HC3TFUR Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1610 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18HC3TFUR-Split-Rating-Aluminium/dp/B01INIHQ0M/ref=sr_1_347/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-347
,1.5 tons,43 dB,,,,,,,,B01INIHQ3O," 41,400.00",Samsung,,,5 Star Rating,"Samsung AR18HC5UXNB Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1510 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18HC5UXNB-Split-Rating-White/dp/B01INIHQ3O/ref=sr_1_346_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-346
,1.5 tons,43 dB,,,,,,,,B01INIHQ3O," 41,400.00",Samsung,,,5 Star Rating,"Samsung AR18HC5UXNB Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1510 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18HC5UXNB-Split-Rating-White/dp/B01INIHQ3O/ref=sr_1_346/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-346
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INIHQ7A," 31,100.00",Samsung,,1 review,2 Star Rating,"Samsung AR18JC2USUQ Split AC (1.5 Ton, 2 Star Rating, India Green): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,India Green,1570 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18JC2USUQ-Split-Rating-India/dp/B01INIHQ7A/ref=sr_1_345_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-345
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INIHQ7A," 31,100.00",Samsung,,1 review,2 Star Rating,"Samsung AR18JC2USUQ Split AC (1.5 Ton, 2 Star Rating, India Green): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,India Green,1570 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18JC2USUQ-Split-Rating-India/dp/B01INIHQ7A/ref=sr_1_345/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-345
,1.5 tons,43 dB,,,,,,,,B01INIHQ8O," 34,300.00",Samsung,,,2 Star Rating,"Samsung AR18JC2HATP Split AC (1.5 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1630 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC2HATP-Split-Rating-Aluminium/dp/B01INIHQ8O/ref=sr_1_344_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-344
,1.5 tons,43 dB,,,,,,,,B01INIHQ8O," 34,300.00",Samsung,,,2 Star Rating,"Samsung AR18JC2HATP Split AC (1.5 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1630 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC2HATP-Split-Rating-Aluminium/dp/B01INIHQ8O/ref=sr_1_344/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-344
,1.5 tons,43 dB,i am using this product for one year. it's failure model. i am facing lot of issue with this ac.After six months.water leak in indoor unit.gas leakage problem.condenser failure in outdoor unit.coil failure in outdoor unit.all above are fixed in warranty period.Now problem continues.indoor coil failure.Very bad experience :(,,,,,,,B01INIHQCA," 32,900.00",Samsung,,1 review,2 Star Rating,"Samsung AR18JC2JAMV Split AC (1.5 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1630 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18JC2JAMV-Split-Rating-Aluminium/dp/B01INIHQCA/ref=sr_1_343_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-343
,1.5 tons,43 dB,i am using this product for one year. it's failure model. i am facing lot of issue with this ac.After six months.water leak in indoor unit.gas leakage problem.condenser failure in outdoor unit.coil failure in outdoor unit.all above are fixed in warranty period.Now problem continues.indoor coil failure.Very bad experience :(,,,,,,,B01INIHQCA," 32,900.00",Samsung,,1 review,2 Star Rating,"Samsung AR18JC2JAMV Split AC (1.5 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1630 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18JC2JAMV-Split-Rating-Aluminium/dp/B01INIHQCA/ref=sr_1_343/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-343
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INIHUAS," 36,200.00",Samsung,,1 review,3 Star Rating,"Samsung AR18JC3JAMV Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3JAMV-Split-Rating-Aluminium/dp/B01INIHUAS/ref=sr_1_342_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-342
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INIHUAS," 36,200.00",Samsung,,1 review,3 Star Rating,"Samsung AR18JC3JAMV Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3JAMV-Split-Rating-Aluminium/dp/B01INIHUAS/ref=sr_1_342/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-342
,1.5 tons,44 dB,,,,,,,,B01INIHUD0," 37,700.00",Samsung,,,3 Star Rating,"Samsung AR18JC3TFUR Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC3TFUR-Split-Rating-White/dp/B01INIHUD0/ref=sr_1_341_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-341
,1.5 tons,44 dB,,,,,,,,B01INIHUD0," 37,700.00",Samsung,,,3 Star Rating,"Samsung AR18JC3TFUR Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC3TFUR-Split-Rating-White/dp/B01INIHUD0/ref=sr_1_341/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-341
,1.5 tons,43 dB,Beware the price does not include installation charges. You would be required to pay an extra of Rs. 1500 to get the installation done.,,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INIHUEO," 34,300.00",Samsung,,2 reviews,3 Star Rating,"Samsung AR18JC3USUQ Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1580 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3USUQ-Split-Rating-White/dp/B01INIHUEO/ref=sr_1_340_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-340
,1.5 tons,43 dB,Beware the price does not include installation charges. You would be required to pay an extra of Rs. 1500 to get the installation done.,,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INIHUEO," 34,300.00",Samsung,,2 reviews,3 Star Rating,"Samsung AR18JC3USUQ Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1580 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3USUQ-Split-Rating-White/dp/B01INIHUEO/ref=sr_1_340/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-340
,1.5 tons,43 dB,,,,,,,,B01INIHUMG," 37,200.00",Samsung,,,3 Star Rating,"Samsung AR18JC3HBWK Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC3HBWK-Split-Rating-White/dp/B01INIHUMG/ref=sr_1_339_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-339
,1.5 tons,43 dB,,,,,,,,B01INIHUMG," 37,200.00",Samsung,,,3 Star Rating,"Samsung AR18JC3HBWK Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC3HBWK-Split-Rating-White/dp/B01INIHUMG/ref=sr_1_339/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-339
,1.5 tons,44 dB,,,,,,,,B01INII476," 42,000.00",Samsung,,,5 Star Rating,"Samsung AR18JC5HBWK Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC5HBWK-Split-Rating-White/dp/B01INII476/ref=sr_1_338_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-338
,1.5 tons,44 dB,,,,,,,,B01INII476," 42,000.00",Samsung,,,5 Star Rating,"Samsung AR18JC5HBWK Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC5HBWK-Split-Rating-White/dp/B01INII476/ref=sr_1_338/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-338
,1.5 tons,44 dB,,,,,,,,B01INII4GW," 42,400.00",Samsung,,,5 Star Rating,"Samsung AR18JC5TFUR Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC5TFUR-Split-Rating-White/dp/B01INII4GW/ref=sr_1_337_m/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-337
,1.5 tons,44 dB,,,,,,,,B01INII4GW," 42,400.00",Samsung,,,5 Star Rating,"Samsung AR18JC5TFUR Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC5TFUR-Split-Rating-White/dp/B01INII4GW/ref=sr_1_337/255-1343973-5195351?ie=UTF8&qid=1485032591&s=kitchen&sr=1-337
,2 tons,44 dB,"Very poor product and service quality. My AC had a circuit board issue in the out door unit and the reason cited is water leaked. in a matter of 14 months after purchase (just out of warranty) that too water leak in outdoor unit...for god's sake it is an outdoor unit that will be in the rain and you say water leaked...how is that not a manufacturing or installation defect...very pathetic...and now in another 6 months, stopped cooling...very pathetic product from samsung...strictly avoid...i purchased in Shahs Electronics store in Chennai and not via amazon...",Please Don't buy this A/C...Its very very bad,"This is a piece of junk . Bought it since the dealership talked about 20 feet air throw and looked good, but thats where it ends, worked beautifully for 6 months, after that its cooling is absolutely non existent. Called Samsung customer care several times, their AC technician doesnt even know how to open the damn thing, each visit they would open , clean the filter , close and say this is the max capacity cooling . Youre better off with a blue star or voltas . Samsung stop fleecing customers !!",,,,,B01INII76O," 60,100.00",Samsung,,3 reviews,,"Samsung AR24HV5NBWK Inverter AC (2 Ton, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1710 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR24HV5NBWK-Inverter-White-Aluminium/dp/B01INII76O/ref=sr_1_336/255-0417906-2096338?ie=UTF8&qid=1485032589&s=kitchen&sr=1-336
